activity_degree;ethnicity;date;geography;geography_type;gender;age;value;sample_size
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;16-74;115.092.351;16560
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;16-74;12. Mrz;18761
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;16-74;12. Mai;18995
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;16-74;12. Jul;16679
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;16-74;12. Sep;16627
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;16-74;11. Jun;16408
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;16-74;10. Feb;4027
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;16-74;11.518.451;4328
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;16-74;12. Mai;4003
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;16-74;12. Sep;4095
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;16-74;12. Jun;3433
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;16-74;12. Jun;3599
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;16-74;12. Mrz;3662
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;16-74;08. Aug;12740
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;16-74;104.111.626;12763
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;16-74;09. Feb;14783
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;16-74;09. Aug;13030
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;16-74;09. Apr;12432
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;16-74;09. Jun;11878
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;16-74;10. Jan;13516
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;25-34;10. Aug;23549
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;25-34;120.178.843;22800
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;25-34;11. Aug;24481
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;25-34;12. Feb;24414
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;25-34;11. Aug;22519
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;25-34;11. Sep;23335
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;25-34;11. Jun;23606
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;35-44;11. Sep;27421
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;35-44;117.301.642;26861
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;35-44;13. Feb;30895
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;35-44;12. Sep;30799
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;35-44;12. Aug;27709
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;35-44;13. Jan;28286
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;35-44;12. Apr;26921
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;45-54;11. Mrz;28069
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;45-54;116.055.718;29145
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;45-54;12. Sep;34273
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;45-54;12. Sep;33400
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;45-54;12. Jun;30732
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;45-54;12. Feb;30982
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;45-54;11. Apr;29528
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;55-64;11. Feb;33487
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;55-64;11.571.488;33895
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;55-64;13. Mrz;37699
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;55-64;12. Sep;37130
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;55-64;12. Sep;34267
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;55-64;12. Jul;34745
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;55-64;11. Jun;33984
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;65-74;11. Sep;32482
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;65-74;108.389.041;32985
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;65-74;14;37300
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;65-74;13. Sep;37073
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;65-74;13. Jul;34373
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;65-74;12. Aug;33552
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;65-74;11. Mai;32426
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;75+;12. Apr;20333
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;75+;119.465.341;19504
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;75+;13;19429
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;75+;13. Sep;19306
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;75+;13. Jan;17823
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;75+;13. Jan;17715
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;75+;12. Mrz;17758
fairly active;All;Nov 2021 to Nov 2022;England;Country;Female;16+;12. Jan;98341
fairly active;All;Nov 2020 to Nov 2021;England;Country;Female;16+;123.474.087;97882
fairly active;All;Nov 2015 to Nov 2016;England;Country;Female;16+;13. Apr;110847
fairly active;All;Nov 2016 to Nov 2017;England;Country;Female;16+;13. Mai;109741
fairly active;All;Nov 2017 to Nov 2018;England;Country;Female;16+;13. Jan;99916
fairly active;All;Nov 2018 to Nov 2019;England;Country;Female;16+;13. Feb;100647
fairly active;All;Nov 2019 to Nov 2020;England;Country;Female;16+;12. Mrz;97869
fairly active;All;Nov 2021 to Nov 2022;England;Country;Male;16+;10. Feb;78112
fairly active;All;Nov 2020 to Nov 2021;England;Country;Male;16+;105.928.335;78484
fairly active;All;Nov 2015 to Nov 2016;England;Country;Male;16+;11. Mrz;87607
fairly active;All;Nov 2016 to Nov 2017;England;Country;Male;16+;11. Apr;86635
fairly active;All;Nov 2017 to Nov 2018;England;Country;Male;16+;11. Mrz;79451
fairly active;All;Nov 2018 to Nov 2019;England;Country;Male;16+;11. Jan;80135
fairly active;All;Nov 2019 to Nov 2020;England;Country;Male;16+;10. Jun;78967
fairly active;All;Nov 2020 to Nov 2021;England;Country;Other Gender;16+;11.559.568;594
fairly active;All;Nov 2015 to Nov 2016;England;Country;Other Gender;16+;?;?
fairly active;All;Nov 2016 to Nov 2017;England;Country;Other Gender;16+;?;?
fairly active;All;Nov 2017 to Nov 2018;England;Country;Other Gender;16+;?;?
fairly active;All;Nov 2018 to Nov 2019;England;Country;Other Gender;16+;11. Mrz;442
fairly active;All;Nov 2019 to Nov 2020;England;Country;Other Gender;16+;10. Sep;449
fairly active;All;Nov 2021 to Nov 2022;England;Country;Other gender;16+;07. Mrz;841
fairly active;All;Nov 2021 to Nov 2022;London;Region;All;16+;10. Aug;16382
fairly active;All;Nov 2020 to Nov 2021;London;Region;All;16+;112.434.568;16340
fairly active;All;Nov 2015 to Nov 2016;London;Region;All;16+;12. Mrz;19887
fairly active;All;Nov 2016 to Nov 2017;London;Region;All;16+;12. Sep;19497
fairly active;All;Nov 2017 to Nov 2018;London;Region;All;16+;11. Jul;16200
fairly active;All;Nov 2018 to Nov 2019;London;Region;All;16+;11. Jul;16148
fairly active;All;Nov 2019 to Nov 2020;London;Region;All;16+;11. Mrz;16364
fairly active;All;Nov 2021 to Nov 2022;North East;Region;All;16+;09. Jul;7560
fairly active;All;Nov 2020 to Nov 2021;North East;Region;All;16+;114.134.917;7595
fairly active;All;Nov 2015 to Nov 2016;North East;Region;All;16+;11. Aug;9046
fairly active;All;Nov 2016 to Nov 2017;North East;Region;All;16+;11. Aug;8958
fairly active;All;Nov 2017 to Nov 2018;North East;Region;All;16+;11. Mrz;7241
fairly active;All;Nov 2018 to Nov 2019;North East;Region;All;16+;11. Aug;7535
fairly active;All;Nov 2019 to Nov 2020;North East;Region;All;16+;11. Jan;7500
fairly active;All;Nov 2021 to Nov 2022;North West;Region;All;16+;11. Feb;27111
fairly active;All;Nov 2020 to Nov 2021;North West;Region;All;16+;111.587.582;26991
fairly active;All;Nov 2015 to Nov 2016;North West;Region;All;16+;12. Jan;28223
fairly active;All;Nov 2016 to Nov 2017;North West;Region;All;16+;12;27560
fairly active;All;Nov 2017 to Nov 2018;North West;Region;All;16+;12. Mai;27031
fairly active;All;Nov 2018 to Nov 2019;North West;Region;All;16+;11. Sep;26908
fairly active;All;Nov 2019 to Nov 2020;North West;Region;All;16+;11. Apr;26961
fairly active;All;Nov 2021 to Nov 2022;South East;Region;All;16+;11. Apr;32283
fairly active;All;Nov 2020 to Nov 2021;South East;Region;All;16+;114.104.175;32024
fairly active;All;Nov 2015 to Nov 2016;South East;Region;All;16+;12. Feb;36302
fairly active;All;Nov 2016 to Nov 2017;South East;Region;All;16+;12. Aug;36345
fairly active;All;Nov 2017 to Nov 2018;South East;Region;All;16+;12;33665
fairly active;All;Nov 2018 to Nov 2019;South East;Region;All;16+;12. Jan;33262
fairly active;All;Nov 2019 to Nov 2020;South East;Region;All;16+;11. Jun;33679
fairly active;All;Nov 2021 to Nov 2022;South West;Region;All;16+;10. Aug;16366
fairly active;All;Nov 2020 to Nov 2021;South West;Region;All;16+;110.232.808;16204
fairly active;All;Nov 2015 to Nov 2016;South West;Region;All;16+;12. Feb;22405
fairly active;All;Nov 2016 to Nov 2017;South West;Region;All;16+;12. Jan;22349
fairly active;All;Nov 2017 to Nov 2018;South West;Region;All;16+;11. Jun;19846
fairly active;All;Nov 2018 to Nov 2019;South West;Region;All;16+;11. Aug;19541
fairly active;All;Nov 2019 to Nov 2020;South West;Region;All;16+;11;15906
fairly active;All;Nov 2021 to Nov 2022;West Midlands;Region;All;16+;11. Jul;19066
fairly active;All;Nov 2020 to Nov 2021;West Midlands;Region;All;16+;121.799.792;17022
fairly active;All;Nov 2015 to Nov 2016;West Midlands;Region;All;16+;12. Sep;19341
fairly active;All;Nov 2016 to Nov 2017;West Midlands;Region;All;16+;13;19092
fairly active;All;Nov 2017 to Nov 2018;West Midlands;Region;All;16+;12. Jun;16561
fairly active;All;Nov 2018 to Nov 2019;West Midlands;Region;All;16+;12. Aug;16268
fairly active;All;Nov 2019 to Nov 2020;West Midlands;Region;All;16+;12. Mai;16328
fairly active;All;Nov 2020 to Nov 2021;Yorkshire And The Humber;Region;All;16+;113.533.869;17045
fairly active;All;Nov 2015 to Nov 2016;Yorkshire And The Humber;Region;All;16+;11. Mai;15158
fairly active;All;Nov 2016 to Nov 2017;Yorkshire And The Humber;Region;All;16+;12. Mrz;14852
fairly active;All;Nov 2017 to Nov 2018;Yorkshire And The Humber;Region;All;16+;12. Apr;13911
fairly active;All;Nov 2018 to Nov 2019;Yorkshire And The Humber;Region;All;16+;11. Sep;16816
fairly active;All;Nov 2019 to Nov 2020;Yorkshire And The Humber;Region;All;16+;11;16958
fairly active;All;Nov 2021 to Nov 2022;Yorkshire and the Humber;Region;All;16+;10. Aug;16982
fairly active;Asian;Nov 2021 to Nov 2022;East;Region;All;16+;10. Sep;850
fairly active;Asian;Nov 2015 to Nov 2016;East;Region;All;16+;19. Jun;749
fairly active;Asian;Nov 2016 to Nov 2017;East;Region;All;16+;12. Jul;761
fairly active;Asian;Nov 2017 to Nov 2018;East;Region;All;16+;15. Jan;660
fairly active;Asian;Nov 2018 to Nov 2019;East;Region;All;16+;11. Sep;699
fairly active;Asian;Nov 2019 to Nov 2020;East;Region;All;16+;12. Feb;711
fairly active;Asian;Nov 2020 to Nov 2021;East;Region;All;16+;116.043.971;829
fairly active;Asian;Nov 2021 to Nov 2022;East Midlands;Region;All;16+;14. Mai;829
fairly active;Asian;Nov 2015 to Nov 2016;East Midlands;Region;All;16+;13. Aug;828
fairly active;Asian;Nov 2016 to Nov 2017;East Midlands;Region;All;16+;12. Sep;872
fairly active;Asian;Nov 2017 to Nov 2018;East Midlands;Region;All;16+;14. Jan;663
fairly active;Asian;Nov 2018 to Nov 2019;East Midlands;Region;All;16+;14. Jan;701
fairly active;Asian;Nov 2019 to Nov 2020;East Midlands;Region;All;16+;14. Jan;738
fairly active;Asian;Nov 2020 to Nov 2021;East Midlands;Region;All;16+;141.823;790
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;16+;12. Mrz;9067
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;16+;122.532.671;8201
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;16+;13. Aug;7984
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;16+;14. Jan;8240
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;16+;13. Jun;6719
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;16+;12. Sep;7304
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;16+;13. Jul;7824
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;16-24;11. Mrz;1283
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;16-24;12;1212
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;16-24;13. Mrz;1155
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;16-24;12. Jan;892
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;16-24;11. Jun;1059
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;16-24;13. Jan;1165
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;16-24;108.999.447;1085
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;16-74;13. Jun;4697
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;16-74;15. Mrz;3782
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;16-74;14. Apr;3866
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;16-74;14. Aug;3229
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;16-74;13. Sep;3630
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;16-74;13. Jan;3813
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;16-74;126.065.886;4104
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;16-74;13. Jan;1460
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;16-74;14. Mrz;1421
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;16-74;15. Apr;1484
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;16-74;13. Mrz;1247
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;16-74;14. Apr;1241
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;16-74;14. Jul;1427
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;16-74;136.653.751;1375
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;16-74;11. Jan;861
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;16-74;13. Feb;776
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;16-74;12. Mrz;846
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;16-74;13. Aug;693
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;16-74;13. Feb;700
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;16-74;12. Jul;741
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;16-74;109.546.838;853
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;16-74;10. Jul;594
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;16-74;14. Feb;546
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;16-74;13. Aug;570
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;16-74;14. Jul;429
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;16-74;14. Feb;508
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;16-74;16. Sep;477
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;16-74;118.610.046;555
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;16-74;10. Jun;1225
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;16-74;11. Sep;1186
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;16-74;14. Feb;1223
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;16-74;12. Feb;907
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;16-74;09. Sep;1000
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;16-74;13. Mai;1127
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;16-74;118.530.159;1085
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;25-34;12. Jun;1903
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;25-34;14. Mrz;1800
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;25-34;13. Jun;1792
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;25-34;15. Sep;1462
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;25-34;13. Apr;1543
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;25-34;13. Jul;1720
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;25-34;134.440.034;1737
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;35-44;12. Jan;2643
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;35-44;15. Apr;2378
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;35-44;14. Mrz;2506
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;35-44;14. Jan;1936
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;35-44;13. Sep;2227
fairly active;Asian;Nov 2019 to Nov 2020;England;Country;All;35-44;13. Apr;2177
fairly active;Asian;Nov 2020 to Nov 2021;England;Country;All;35-44;107.848.589;2378
fairly active;Asian;Nov 2021 to Nov 2022;England;Country;All;45-54;13. Feb;1630
fairly active;Asian;Nov 2015 to Nov 2016;England;Country;All;45-54;15. Jan;1185
fairly active;Asian;Nov 2016 to Nov 2017;England;Country;All;45-54;16. Apr;1232
fairly active;Asian;Nov 2017 to Nov 2018;England;Country;All;45-54;12. Sep;1149
fairly active;Asian;Nov 2018 to Nov 2019;England;Country;All;45-54;13. Apr;1224
